date,text,title,rating
2016-12-13,"Love, love my leaf! It functions perfectly- app is easy to use and synch process is simple. Would love to see some additional accessories (more bracelet and necklace options).Lots of compliments on my ""bracelet/necklace""!",Perfect blend of fashion and function!,5
2017-01-23,"Scored this beauty as birthday gift and I use it daily as a bracelet. It actually keeps me on track to do my meditations as well as tracking my stress, sleep, physical activity, and my period. I love it and get so many compliments!",Pretty and motivating!,5
2017-01-13,I have had so much fun with this product.  My favorite is the meditation resources provided when you connect it with their app on your smartphone.  It makes is so easy to stop during the day or at night before bed and choose a meditation to help me relax and breathe!,LOVE!,5
2016-12-15,Love my leaf. Didn't realise how little I was sleeping so it is good to be making different sleep choices based on this. Really accurate step count too. Have had so many comments on what a lovely piece of jewellery. People are surprised when I say it's a tracker :),Love my leaf,5
2016-11-16,"When shopping for trackers, I was most intrigued by Bellabeat's campaign for the Leaf Urban's new stress feature. With the interactive app so I can keep track of what's happening in my day and of my stress sensitivity.  I appreciate that I can enter times for specific activities, that I can choose the lengths of meditations, that I evaluate my sleep.  I've seen reviews that argue against the Leaf's accuracy-I'm not looking for something to measure details, but I am thankful for a way to stay accountable.",a way to stay accountable,4
2017-01-04,"I love bellabeat by leaf! It works fantastically, tracking movement and sleep as well as motivating me to take extra care to keep moving and managing stress.Bonus is the versatility of ways to wear and track as well as being stylishly designed.",Very satisfied customer!,5
2017-01-24,I love the way the Leaf looks and feels. It's really a beautiful piece of jewelry that doubles as a health tracker. The app is easy to use and it's easy to sync my data. I really love that this device requires no charging and this was a big selling point for me.,I love the way the Leaf looks and feels,5
2017-01-22,"My Leaf Urban is fantastic. Everything I hoped it would be, stylish, comfortable, and accurate at tracking my movement regardless of how I wear it.Truly helps track my sleep patterns and see where my nights are disrupted.  Highly recommend",My Leaf Urban is fantastic. Everything I hoped it would be,5
2016-12-28,Absolutely love mine! It does not leave me and is an amazing tracker when exercising! I find it even more reliable than my other tracking device! Amazing as an alarm clock too and the meditation app is brilliant!In one word don't hesitate!,I love it!!,5
2016-12-20,I love my Urban leaf. I have had so many people compliment what a beautiful bracelet. Little did they know this stylish bracelet has actually challenged me to walk every day and pay attention to my sleep. I loved it so much I bought 3 more for my staff members.,Love this product!!!,5
2017-12-20,"I have really enjoyed my bellabeat, as far as trackers go I would say it's my favorite option.  A few downsides is that I can't log going to bed before 9 and I wake up really early so sometimes need this feature.  I did contact them and they said they would put the siggestion in with the developers. Also, I have to maually log my meditation because I do it through the headspace app instead of the bellabeat feature, but it has been motivating altogether and I like the versatility of putting it in different locations.",I have really enjoyed my bellabeat,4
2017-01-06,I asked for my Bellabeat for Christmas and absolutely love it.  It looks like a piece of jewelry so I wear it all the time and loads of people have commented on it.  It was so easy to set up and to use.  I have already recommended it to loads of people.,Love it!!,5
2016-11-25,I love my Bellabeat Leaf Urban! I helps me track everything so I can make sure I am doing what I need to do to keep my stress level down.  And the design is sleek and easy to wear.  100% recommend this to everyone.,I love my Bellabeat Leaf Urban,5
2017-01-24,I think the leaf urban is great.It looks so smart and is light which is great for every day use.The app is easy to use and it's interesting to see how active I am and how much sleep I get.I would definitely recommend this product.,Great,5
2016-12-07,"Adore it! I've been able to track my sleep very effectively, I've more than tripled my step goal and I use the meditation feature daily. Best part is I keep getting complements from friends and strangers about how beautiful it is (I wear it as a bracelet).",Best part is I keep getting complements from friends and ...,5
2017-01-12,"It's simple to use and great for tracking sleep, steps and it's pretty accurate. I also like that it tracks your period and keeps you moving you reminders. I have a lot of people complementing me on it all the time and I love wearing it everywhere.",Super cute health tracker!,5
2017-01-21,I LOVE my Bellabeat Leaf Urban Health tracker! It's accurate I love how it gets to know me and it's so simple to use! I'm thinking about getting it in Rose Gold.,Love It!,5
2017-01-17,"Love it! It has been SO helpful to really be able to track my sleep and activity!!  and its pretty! not like the ugly ""other"" things that you wear! LOL",Pretty and FUNctional!,5
2017-01-23,"My first fitness tracker -- so I don't have much to compare. I had been using apps on my phone, but really was interested in the ability to track stress levels and monthly cycles. I really like the way the leaf looks and the ability to wear it as a necklace, bracelet, or clip. I agree with other reviews that the bracelet could be more secure. I wear mine mostly as a necklace and it seems to work well. I like the fact that it seems to only count steps when you are moving for at least 5 minutes. I really like the activity alarm too.",I really like the way the leaf looks and the ability to ...,4
2017-01-20,I love my leaf.  I love having a fitness tracker that looks great!!!!,Five Stars,5
2016-12-28,"I have never used an activity tracker until now, and based on my first week experience, I would recommend this for anyone looking for an easy to use fitness gadget. The app is straightforward, and the Leaf Urban itself is light and good looking.",An activity and well-being tracker I would recommend,5
2017-01-25,"I bought the leaf urban rose gold and love how it looks. Overall I like it as I didn't want an ugly fit bit. The app is easy to use and it syncs easily with no problem. However I have only been using it since Christmas Day and the strap, which I use the most, is already showing signs of wear. Would really like to be able to purchase a replacement one at some point. I have worn it as a clip and I felt it wasn't as accurate and then lost it ( but thankfully found it again on my driveway) while wearing it as a clip on my waist band, so won't do that again.I have had compliments while wearing it. Pleased I bought it- would be keen to see some added features others have mentioned but not deal breakers for me.",Pretty Tracker,4
2017-01-20,"I've loved the meditation integration with the leaf urban.  The bracelet is too small if you are big boned. The necklace is smallish as well.  The clip is tight,  which keeps it safe,  but is hard to put on clothing quickly.  I  hope integration  with My Fitness Pal will occur soon. I  do like the alerts to move when you are still too long.",Pros and Cons,4
2022-05-01,This is my second leaf that has broken just outside the warranty period. It stops syncing and tracking properly after the 3rd or so battery change. There are other cute looking trackers so I will not be buying a third leaf,Better options available,3
2017-04-03,"I've received a number of compliments on my new ""bracelet"" and so far I really like it.  The leather band is comfortable and doesn't irritate my sensitive skin, and it is easy to set up and sync with my iPhone.  I've yet to try it as a necklace or clip. The guided meditations are nice in that you can select a shorter version if time is limited; e.g., slipping a 3 minute calming session before a meeting on days when you are less resistant to stress.  I'm hopeful that this will help me create some positive health habits!*Note that I did purchase from the website vs. Amazon, but delivery was still pretty timely.",Enjoying it thus far...,4
2016-12-27,"My husband bought me this for Christmas and I was so excited to use it.  But sadly the design is quite flawed.  I wore it as a bracelet a few times but it kept coming un-hooked and I was afraid I would lose it.  I liked wearing it as a clip but it was really hard to get on that way.  So one night I wore it out to dinner with friends as a necklace.  At one point I leaned over and the leaf rested on the table.  When I sat back up, it had fallen off.  Thankfully I saw it and re-attatched it but by the time I got home it was lost again and I have never been able to find it.  It is a fitness tracker, for goodness sake, so I assume that staying in place during movement is implied.  I wore it for less than a week....So that was a lot of money down the drain. It was pretty to wear but the tracking wasn't very accurate and I wasn't crazy about the app features.  Skip this one and try something else....",I liked wearing it as a clip but it was really ...,1
2017-01-21,"I received the Leaf Urban for Christmas. I love that it looks better than a traditional tracker. It just looks like another piece of jewelry and it's so lightweight. I love the functions it provides and love that I can switch the position I wear it. So far the only thing I have somewhat questioned is the accuracy of my steps when I'm wearing it as a bracelet. However, I am a preschool teacher and work with 2 year olds all day so it is quite possible that I am getting the amount of steps it's telling me. All in all I like it a lot and see myself wearing it for a long time.",Highly recommend,4
2016-12-15,I was looking for a fitness tracker that looked good as well as having good functionality & ive got all of the that with my Leaf Urban. I love the different ways I can wear it & the range of activities it includes. Fantastic product,Great fitness tracker for women,5
2017-01-01,"This is my second fitness tracker. The readings are accurate, and I appreciate having a fitness tracker for stress and meditation. My only Con would be its lack of heart rate monitor. However, for now this is an excellent product.",for now this is an excellent product.,5
2017-01-12,"This is a beautiful piece of smart jewellery. I love the guided meditations available through the app, which is also tracked on your Bella Beat device. I also enjoy being able to wear the Bella Beat to track my sleep and it is not cumbersome. I clip it to my pjs and I don't even know it's there. I do have another brand of tracking device but I don't like the feel of the silicone band around my wrist while I'm sleeping. I am not sure how accurate it is in tracking steps as there seems to be quite a discrepancy in step count between my Bella Beat and my other brand of tracker.",This is a beautiful piece of smart jewellery,4
2016-12-27,"Loving my Bellabeat in rose gold! I have had it for about 2 months now and it has helped me focus on my sleep/sleep patterns and my movement. I also love that it keeps track of my reproductive cycle so I have no surprises. I wish it tracked heart rate but for the tools and great look, it can't be beat!  I wear it as a bracelet about 90% of the time and get lots of compliments. I also just bought one for my mom for Christmas. I'm a fan!",Great tracking and Pretty to look at too!,4
2016-12-20,Love it!  Have had the rose good version for 2 months now and it's a pretty piece of jewellery as well as functional tracker.  Highly recommend.,"Bellabeat, stylish and useful",5
2017-01-04,"I have had my bellabeat urban for a few months now. I really like it. It is the only fitness tracker I've ever used, so I don't have much to compare it. It does a great job tracking my activity when worn on my wrist. I love that it tracks my sleep and menstrual cycle as well.My only complaints are that it doesn't pick up steps very accurately when worn as a necklace or clipped on.Overall I like the app and the feedback provided. I know it is a relatively novel product, but in the future I would also like to see more integration of the app with other apps, like nutrition trackers.",Great start!,4
2016-12-14,"I've had all of the gadgets, but nothing deals with the whole self quite as much as the Bellabeat, and to top it all, it looks stunning. I am 100% happy with mine, and am hinting for another one in a different colour!",I love it!,5
2016-12-12,Bellabeat has amazing products. I like how the urban is water resistant. It's lighter than the leaf nature. It has a unique look to it. It does everything the leaf nature does. I Lovd how it looks with my outfits 💜🍃,Love the urban 💜,5
2016-12-21,"I was looking for a pedometer that I could wear as a bracelet and this is it, and bonus!  Clip it on a sports bra, or wear as a necklace!  My friends comment on the beautiful bracelet, and then I tell them I have a fitness tracker!","My friends comment on the beautiful bracelet, and then I tell them I have ...",5
2017-01-12,"Loves how it looks and how it tracks sleep, what kind of sleep and even if I have to get up for my dog in the middle of the night.  Minor thing that are missing is a drink more water reminder (like every hour during the day).",Love my Urban Leaf!,5
2018-03-08,I absolutely love my Leaf!! This is the best tracker that I have found and the only disappointment is how long it took me to discover it.,I absolutely love my Leaf,5
2016-12-06,"I really like this.  I didn't want to wear a fitbit (not very attractive), so this Leaf was perfect.  The bracelet was a little difficult to get on by myself, and had to place my arm in an awkward position to secure the clasp.  It was too tight at one point, so I loosened it, and one of the hooks onto the Leaf disconnected and the bracelet fell off.  I usually just clip it on.",I really like this. I didn't want to wear a fitbit ...,4
2017-01-17,"Thank you for all the reviews everyone. They have convinced me that though I love the look of it - so much better than the obvious plastic ""jewelry"", that I am going to wait for improvements to be made. There is, as far as I'm concerned, no point in wearing it if it's not accurate, the chance of loss, etc.,  - especially for the price.",Going to wait for improvements,3
2016-12-23,"Got this directly from Bellabeat. It's a waste of money, have trouble getting it to sync sometimes, it's not accurate and is too big & clunky to wear as a necklace or bracelet.  The only time I use it as a bracelet is while I sleep and it is not very comfortable. When using it as a clip I have to keep checking to make sure it hasn't slipped off.  It looked pretty in the pictures and I really wanted to replace my fitbit with it, but the fitbit is a much better tracker. So don't waste your money on this.",BIG WASTE OF MONEY,1
2017-02-15,"I have had mine for about a month and it is truly amazing.  By tracking everything it enables you to focus on where you are out of balance in sleep, exercising or slowing down to meditate.  My focus for the year was to take better care of ME and try and achieve better healthy balance.  It's very fashionable literally goes with everything",Best Investment of 2017!,5
2017-01-20,"I had been coveting this for months, then my Jawbone Up2 broke (again) and it gave me the reason to take the plunge. The look is fabulous and people have commented. More bracelet less utility item. In terms of performance it tracks steps but seems to record an excessive amount. It does seem to be ""learning"" my habits better after a few weeks of wear though. The sleep monitoring is wildly out though. Despite me editing it daily. The app is inferior to the Ups but as a basic way of monitoring activity levels it ticks a box. Particularly as it doubles / is disguised aslovely piece of jewellery. Room for improvement on the app. Feels less likely to break than the plastic type alternatives.","Looks lovely, good quality, tracking less impressive.",4
2018-09-17,"Very inovative, beautiful, BUT INSANE, moreDevicesToWearWhichActiveNanoparticlesToAttackUYourBrainAndCentralNerviousSystem via frequency and or blue light in this case sound frequency,  equals >DNA mutations; also Defines Cancer DNA or cellular mutations.",Health Truth verses gimicks,3
2017-01-15,"I really want to rate the leaf higher because it is such a beautiful device with alluring features, but it has a ways to go before being able to compete with fitness trackers like the Fitbit.  I have been wearing mine for a little over a week now, only taking it off to shower.  I have had the best luck tracking sleep and steps while wearing it as a bracelet, but the bracelet itself is irritating -- it is difficult to put on by yourself and it often comes undone.  Having access to a different kind of adjustable bracelet would improve the leaf's wearability significantly.  Both yesterday and today I wore my leaf as a necklace and it didn't track any of my activity.  I wore it higher today because I thought that it was possible I had worn it too low for it to register the day before, but the placement didn't seem to matter.  I am considering returning it because I have had to fuss with it so much already.",Unfortunately Disappointing,2
2017-03-10,So far so good!I was amaze with the tracking sleep feature it is very accurate (at least for me)I'll add it water consumption track or at least a reminder to drink water every now and then.,So far so good! I was amaze with the tracking sleep feature ...,4
2017-01-16,"Love it. Feminine and does all the things you need. I'm tracking my movement, periods, meditation, vitamin intake and more. Really makes me conscious of the daily steps I am taking or not taking towards a healthier me.",Love it!,5
2017-01-17,"i like the simplicity and design. i have worn it as a clip, necklace and the wrist strap.i find the bracelet can over calculate steps (i grated cheese and racked up a few hundred lol) but then again if you push a pram it may not track that well.the necklace and clip on the shirt i find the most effective. i clip it onto my sports top at night and have good good sleep results.the app needs some work as i find my baby tracker offers more graphs, reviews and option than this app but it is doing the job for now. i just hope they work on this!overall i love it. i am more aware of my movements and try and beat them daily!",great product as described but the app needs some work!,4
2017-01-24,Love my Leaf Urban! Got it for Christmas and I have been wearing it all the time. Keeping track of my meditations has helped me get into the regular practice that I am always trying to do! Thank Urban.,Love my Leaf Urban,5
2016-12-09,"Bellabeat Leaf Urban is awesome! I received it as a gift and was spectacle about getting this versus a Fitbit, but I'm so happy with it! I've had it for about a month and its amazing! So accurate and so trendy!",Love my Bellabeat Leaf Urban!,5
2017-01-12,I got my Leaf for Xmas and so far I really like it. It looks like jewelry so wearing it feels comfortable and not like I'm wearing a Fitbit. I like the sleep tracking but I'm not sure it's completely accurate with steps. I'd like to be able to just enter my meditation time without having to download one of the Leaf meditations. But overall I think this is a great product and I'm very happy with it.,Leaf health tracker,4
2017-01-01,I am in love with my new Bella Beat! When I started looking at fitness trackers I realized I wouldn't be able to wear the majority of them when I played volleyball (which is my main activity) so when I found the Bella Beat I was so thrilled I could just clip it on my shirt and go! It does not have a heart rate monitor but it was not a feature I needed in my fitness tracker. I do love that it offers me activities for destressing and that it is tailored for women with the menstrual cycle tracking. The only thing I wish the Bella beat would do is have the ability to adjust the sensitivity of the sleep tracking so I didn't have to record naps. Other than that I am in love with it!,I am in love with my new Bella Beat,4
2017-03-20,I got my leaf about a month ago and so far am enjoying it. I like the look of it so much more than my previous Fitbit. I can wear it with my business professional outfits at work and not be self-conscious. I use the activity reminders as a push to get up from my desk during the day when I've been sitting too long. I don't think the functionality is as comprehensive as the Fitbit from a fitness tracking standpoint but I think for a step counter and reminder it's serving its purpose.,I like the look of it so much more than my ...,4
2017-01-14,I got the Leaf Urban for Christmas and love it! I dress up for work and wanted a fitbit but thought I wouldn't wear it to work so this is perfect. I love the app the sleep tracker and the meditation.,Love this!,5
2017-01-21,"Incredible way of balancing activity,sleep and meditation.  Has enabled me to be resistant to stress since started using!! Highly recommended",Highly recommended,5
2017-01-12,I enjoy the style and functionality of the leaf.  I wanted a tracker for a while but fitbit and the like did not fit my personality or lifestyle.I particularly like the sleep track function of the app to see the different parts of how deeply I am sleeping.,I enjoy the style and functionality of the leaf,4
2016-11-16,"I've been using my leaf urban for about 2 months now.Things I love:The look- I get compliments all the timeThe different options to wear as a bracelet, as a necklace or clip onThe stress tracker in the appThings that bug me:Its super hard to clip on to anything- you really have to dig your nails under itIt doesn't track my gym workouts, I always end up adding those in manuallyI would love to see a forum or community for other bellabeat users to ask questions and connect.",Great style,4
2017-01-14,"Really enjoy using this. Looks great and easy to use. Doing up bracelet is a bit fiddly at first but you quickly get used to it. Meditation options are great, looking forward to more being added hopefully.","Looks great, easy to use",5
2017-01-24,"This was given to me as a gift. I have been wearing it everyday and it seems to be working great. It took a bit to get used to since I work at night and it was telling me to sleep when I was working. It has improved with the sleep during my work days and non working days. I love the meditation and stress tracking. I am also still getting familiar with what this has to offer. I have noticed the activity alarm goes off randomly. (ie, I have it set for a period of time and it will go off prior to that length of time.) I believe the more I use it, the more I learn how it works. I love the way it looks!",I have been wearing it everyday and it seems to be working great. It took a bit to get used to ...,4
2017-01-23,"I love the original bellabeat leaf and the bracket that comes with it. I get so many compliments on it that I bought the urban to be able to switch it up. My other is the copper colored with the dark wood. I just can't get the urban bracelet to work because of the clips, they are open and not secure. It falls off when I take my shirt off and that certainly isn't good. I can't decide if I will keep it and buy another bracelet, I'm currently use the old bracelet that came with my other but it doesn't match the silver.",Band is not secure,3
2016-11-19,"I preordered the Urban after seeing it promoted on Facebook.  I waited for what seemed like forever  (in reality,  about 2 months ). I now have been wearing it for about 1 month.  Overall,  I have to say that it was worth the wait.I wear it as a bracelet and receive so many compliments on its stylish loooks.  People are so surprised when they learn that it is actually an activity tracker and not just an artistic piece of jewelry! I also should note that it is very comfortable to wear.  I frequently forget that it's on, except for the vibrating reminders to get up and move that I have set up through the phone app.The phone app is pretty basic,  but easy to use.  It records steps, sleep, meditation,  and menstrual cycles and calculates your daily stress based on this info  (mine hovers around 20-25%, whatever that means ).My favorite functions are the step/activity  (you can manually enter activities from your phone) and the sleep app. I love waking up and syncing my leaf to check  my time and sleep quality. I have discovered that average about  7 hours per night with about 35% deep sleep,  but,  once again,  what does that mean?  How much deep sleep am I ""supposed"" to be getting? Perhaps a little more information provided in the app about the data it offers would be a useful update.Although this lovely little device isn't as high tech as some of its considerably more expensive competitors, it is a beautifully unique option for those of us who have been considering jumping on the fitbit wagon but have been put off by the less than fashionable design.  Overall, I am very pleased with my new urban.  It was money well spent.",Smart Jewelry!,4
2016-11-18,"I love the uniqueness of the Leaf. It just looks lovely.  I really like the meditation links and reminders; having these so easily accessible encourages me to take the time to meditate or refocus.  I'm not convinced about the accuracy of the activity tracker however, in particular when worn on clothes - my fitbit detected a significantly different amount of steps.  I did expect the stress tracker to be more interactive; it seems to just measure sleep versus activity. The graph it produces isnt particularly helpful.For the most part though I'm happy with my leaf, the accessories look lovely too and I'm keen to investigate these further.",Leaf Urban,4
2017-01-24,"Love my Leaf Urban, it's awesome for tracking my activity level and I love that I can set alarms to remind me to move as I spend a good portion of my work day at a desk.",Awesome stylish fitness tracker,5
2017-01-12,I love my leaf urban in rose gold! It is so so so pretty. I've only had it since Christmas but I know it is helping me be more accountable in my activity level. I know that it will help me meet my goals.,I love it,5
2018-03-29,"I liked my Leaf up until I had to replace the battery for the second or third time and could never get the product to sync with my phone again. After two months of back-and-forth with Bellabeat product support, trying all of the basic troubleshooting methods they could think of, they were unable to pinpoint what went wrong. I just got a Google Pixel 2 and previously had a Samsung Galaxy, so I don't think the company is properly prepared to keep up with Android system updates. Maybe the experience would be different if I had an iPhone.I think other more tech-focused brands are catching up in the appearance department, which was Bellabeat's main competitive advantage to target females. I want to support female-focused brands but they need to be able to evolve with technology to keep their customer base. Now I'm just left with a cute bracelet.",Cute bracelet but can't keep up with technology,2
2017-01-22,I absolutely love my Leaf Urban. It looks stylish (not like some other fitness trackers out there!) it makes me move more and monitoring my sleep has been a surprising benefit. Can't recommend enough!!,Love it!!!,5
2016-12-31,I love this. I wear it all the time. Thinking of buying a second one so I can have both colors!,I love this. I wear it all the time,5
2018-03-05,"Really happy with this purchase!  Received promptly, easy to set-up, neat app and lots of compliments on how it looks.",Really happy with this purchase,5
2017-01-23,"I love the look of my Bellabeat! It is stylish and functional. The sleep tracking is 100% on point and while I'm not sure that the step counter is COMPLETELY accurate when I wear it as a bracelet, it keeps me motivated and active. The one complaint I have is that I prefer to wear it as a bracelet and the leather bracelet it comes with does not have closing clasps on the sides that attach to the leaf - just u shaped hooks with a small opening. This makes putting it on tricky and it has fallen off once or twice. I ordered a new bracelet on Etsy to remedy this.",Beautiful and motivating.,4
2016-12-28,"I've been using this for about two months now, and I love it. I have had a great experience with it tracking both my movements and my sleep, and the added meditation tracking is such great motivation for me to keep up my meditation practice. I also love that I have one place for keeping track of my movement, my cycle and my stress. I've had a few instances when my sleep tracking has been a little off, hence the 4 stars, but you can manually edit the sleep time and add naps, so it's not the biggest deal. I'd recommend it if you're considering a fitness tracker that isn't so movement, but more holistic, focused.",Great tracker for holistic health,4
2017-01-21,Love my Silver Urban Leaf!!! Most people think it's jewelry. When I say it's a wellness tracker everyone asks where to get one!,Love my Silver Urban Leaf,5
2016-12-15,I love how this tracks my sleep so well and my stress. I'm realizing how much more sleep I need. And the little pep talks it gives you are awesome. Plus it looks fabulous!,So glad I bought one,5
2017-01-12,"I bought the leaf for long term health benefits to nurture longevity.Great design, as my first health tracker I'm excited to use something that is designed around women's health, activity component seems pretty accurate I have only had it for a couple of weeks so am data recording my typical daily activity at the moment. Love the mediations as I often need them to help get to sleep, would highly recommend to anyone. Only reason for not giving 5 stars is I live in the tropics so in the wet season which is now, it can be a challenge to make sure it doesn't get too wet.It's even had a self esteem boosting effect!",Love the design and holistic health aspect,4
2016-11-15,"I love my Daffodil Leaf, it's a functional piece of jewelry that I now wear all the time! I wasnt going to wear a health/fitness tracker unless it fitted in with my style so Bellabeat's Leaf is perfect.",Beautiful and functional,5
2017-01-03,I'm really enjoying my Bellabeat Urban - It's great.I like the design and I've had a lot of complements from other people who like the way it looks.The guided meditations are good.,I would recommend this to anyone!,5
2017-01-19,I got this for Christmas and so far I love it it tracks my sleep well (as far as I know how can I am asleep) and my activity well too. I would give this to a friend,I would give as gift,5
2016-12-13,"I love the leaf.  Not having to charge it every night is probably the best feature.  It's a beautiful piece, I get compliments on it all the time. I like the activity tracking, and that it goes beyond just steps, and being able to track my sleep patterns. I love the subtle reminders to get up and move around throughout my day. The breathing exercises are very calming before bed. Only reason I'm not giving 5 stars is I'd like to be able to add my own meditation sessions. Right now you can only log those that are done via their set of sessions.","Beautiful, convenient alternative to wellness tracking",4
2017-01-20,"This is a great tool for those wanting to improve and track multiple facet of their lifestyle. I especially like the jewelry look to the tracker, this is why I did not buy a fitbit. I would give it a 5 star rating if it had a way to track symptoms within the period tracker and add notes. It connects to other apps, like Google fit, etc.; however, it is easier if everything is stored in one app. My young son loves to do the meditations with me. And the notes of encouragement are sometimes something I need to 'hear.'",Functional and pretty...,4
2017-01-14,"Love this guy! The app is so straight forward and easy to use, plus I get non-stop compliments when I wear it. Added bonus, it blows everyone's mind when I tell them it's a fitness tracker ^.^",Super Duper,5
2017-01-20,"I had wanted a fitness tracker for awhile and needed one that was more ""me"". This one is not only beautiful, it's fashionable, and has functions that I care about. Keeping track of my stress levels, sleep, period, and activity in one place is awesome and I finally have a reminder to meditate too. Having options to wear it as a bracelet, necklace, or clip is huge. I love it! -Hope Bache",Finally a tracker I could get on board with!,5
2017-01-12,"I've had the Bellabeat Leaf Urban Heath Tracker for a few weeks now and I really like it. It's cute alternative to other fitness trackers. I love that it asks you how you're wearing the tracker (on your shirt vs. pants vs. as a necklace, etc.). However, I haven't worn it as a bracelet because the clips don't hold it properly, however that could just be because my wrist are incredibly small. I also really like the meditation aspect of the tracker. Meditation sessions are built into the app which makes it so much easier than using another app.",... Tracker for a few weeks now and I really like it. It's cute alternative to other fitness trackers,4
2017-01-02,"The Bella beat urban is everything I hoped it would be. Unlike other fitness trackers it can be worn in several different ways. I particularly like that I don't have to have it on my wrist or round my neck at night. I clip it to my pj trousers. It calculates my steps reminds me if I am inactive for too long. I like the meditation feature. You can also manually add other activities.This fitness tracker does not count calories or constantly monitor your heart rate!! It is a gentle nudge for me to watch how active I am, take time out to relax my mind and helps me to live with balance.I love it!!",I love it!!,4
2017-01-12,"I got my Bellabeat for Christmas and I love it.The look: I get soo many compliments; whether as a bracelet, necklace, or clip.Syncing: it a breeze. Tap the app and double tap the leaf...doneInformation: I love to see how well I slept. I get up have my coffee then sync to see if how am really feeling is reflected in my sleep patterns.ONLY DOWN FALL: I wish I could add more personal info for it to track me better. For example fertility alerts if I'm trying to get pregnant or noting if I snored heavily. Or even if I could add stressful events like I can add activities.","Love, love, LOVE!",4
2016-11-15,"I bought this as as birthday present for myself . I love it ....tracks my steps, watches me sleep and best of all it informs me of my fertile days .... And if that's not all it looks amazing xxxx",Simply gorgeous !!!,5
2017-04-06,Great fitness tracker. I work in hospital so cannot have things on my wrists. This makes the clip feature super handy so it can go on my uniform and track me running around at work!,Great fitness tracker,5
2016-12-27,I love my Bella Beat!  It seems very accurate and helps to keep track of my heathy lifestyle.,Five Stars,5
2016-12-30,Great product and LOVE the way it looks.!  It has helped me keep track of my health on so many levels . Would highly recommend,Love my Leaf!,5
2017-01-12,This is such a beautiful piece of jewelry! It's just a bonus that it monitors my steps & health! <3,Love this!,5
2017-01-23,"Love my Bellabeat urban leaf as it is very stylish and a great way to track sleep and activity. The only issue I've had with it is that the sleep tracker only seems accurate if you generally have a consistent sleep pattern. Since I'm breastfeeding several times a night, it throws it off a bit. It would be helpful in the app to be able to manually enter the times you woke up at night, but there isn't an option for that. I find myself not wearing it as often because of this. Love the design though and I think with a few updates to the app it would be more helpful","Like, but issues with sleep tracker",3
2017-01-17,"I love my bellabeat!  It took me a while to figure out how to get it synced initially (user error I'm sure), but once I got it worked out it has been great!  I love the design and the attractiveness of the tracker.  I find that it is most accurate clipped to my shirt or worn as a bracelet.  I have found it to be a bit inconsistent between wearing as a necklace vs bracelet.  I also like the feature to set an alarm to remember my vitamins.  Overall it's a great motivator to stay active!",Much more attractive than other options,4
2017-01-01,This activity tracker is just brilliant. It keeps an eye on stress levels and encourages you to meditate to keep your mind as healthy as your body. So beautiful too. An absolute winner.,My favourite Christmas present,5
2016-12-28,"I love my Urban Leaf! Not only is it lovely to wear ( and I get compliments on it all the time) but it does exactly what it says it will.  Tracking steps, being able to add activities and set alarms to remind you to move, being able to use the meditations that come with the app or add your own (new) is all great.  Knowing what you've done in a day encourages you to move more and be more active.  I highly recommend this product!",The lovely Urban Leaf is a pleasure to wear 😊,4
2017-01-01,I LOVE my Bellabeat! So many great features and so easy to use!!,Love it!!,5
2018-03-05,I like that it picks up your steps even though your not swinging your arms. I love the meditation.,Tracking steps and exercise.,5
2017-03-22,"I love the flexibility of being able to wear my Leaf so many different ways. I also love that it is a period tracker on top of being a step and sleep tracker. The app is also easy to use and I like the interface. My only critique is that I don't know how the different positions of how you can wear the Leaf affect how well it tracks sleep and steps. Overall, though, I'm satisfied with my purchase.",Beautiful way to wear a step tracker!,4
2017-01-20,In general I like the tracker. The sleep monitoring section was enlightening. The only complaint I have is related to the wristband.  It makes it difficult to put on as the band often falls off before I can secure it.  I like the necklace but it is sometimes too long depending on the shirt to wear.  Also. Being water proof would be great. Maybe in the next version,Love it but the wristband is a pain,4
2017-01-06,"I absolutely love mine! I've gotten tons of compliments. Yes there are plenty of health trackers on the market, but the Bellabeat is jewelry also..",Love it,5
2017-01-12,"This health tracker works seamlessly, provides helpful data and encouragement, and is versatile and a beautiful accessory.",and is versatile and a beautiful accessory.,5
2017-01-06,I like the features of vibrating to move after being still for awhile.  I think the steps are a little off.  I wore Bellabeat and Fitbit together and there was about a 2000 step difference.  I like the meditation feature and the alarms.,Pretty and functional,4
2020-03-07,"My husband bought me this for Christmas, I had wanted one forever and was so excited. The first one I got wouldn’t sync at all, returned it to Amazon and got a replacement. One month after using the new one it stopped syncing and customer support told me to try several things. Finally when the last thing they told me didn’t work they are no longer responding. So now I have a useless device that I can’t sure and customer support will no longer respond. Don’t waste your money. It’s beautiful but pretty much just a $120 bracelet at this point.",Stopped working after a month and customer support is no longer responding,1
2016-12-27,"It was delivered on time. Definitely helping me to meditate a bit more often, and making me much more aware of my sedentary behaviour after work LOL. Main criticism is it Sometimes has difficulty  identifying when I actually go to bed because I'm a night owl, and it doesn't count your daily steps as accurately as my iPhone health app does. Overall a pretty good product hoping motivate me to have a healthier more active lifestyle. I wish it would have more physical activities as options to enter.",Overall a pretty good product hoping motivate me to have a healthier ...,4
2017-01-12,"Love my Leaf! Works great as both a bracelet and a necklace. The app is really easy to use. Also, the company is very responsive",Love my Leaf,5
